Name,Rating,Position,PAC,SHO,PAS,DRI,DEF,PHY,Total_stats,PMD,Nacionalidad,Liga,Club
Markanich,60,LB,72,25,41,56,55,59,308,51.33,United States,MLS,Minnesota United
Nuamah,60,CM,79,57,62,63,56,62,379,63.17,Italy,Serie BKT,Brescia
Ustundag,60,CDM,68,49,57,65,55,45,339,56.50,Austria,O. Bundesliga,WSG Tirol
Torsiello,60,ST,65,61,43,63,24,49,305,50.83,Italy,Bundesliga 2,SV Darmstadt 98
MacDonald,60,GK,58,59,59,60,54,61,351,58.50,England,EFL League One,Exeter City
Hudlin,60,ST,63,58,47,54,27,73,322,53.67,England,EFL League Two,Newport County
Donovan,60,ST,65,58,45,59,35,62,324,54.00,United States,MLS,Philadelphia
Koudossou,60,RM,62,50,61,56,48,59,336,56.00,Germany,Bundesliga,FC Augsburg
Probst,60,ST,80,61,46,54,17,65,323,53.83,Germany,3. Liga,SC Verl
Chrupalla,60,RM,65,54,57,60,50,67,353,58.83,Poland,Eliteserien,Sarpsborg 08
Jessen,60,RB,63,49,60,62,56,55,345,57.50,Germany,3. Liga,B. Dortmund II
Belkhdim,60,CM,51,44,61,61,59,51,327,54.50,France,Ligue 1 McDonald's,Angers SCO
Hernandez,60,ST,64,59,49,59,25,54,310,51.67,Argentina,Libertadores,San Lorenzo
Gasior,60,CDM,61,42,49,52,59,72,335,55.83,Poland,PKO BP Ekstraklasa,Motor Lublin
Etonde,60,ST,53,62,46,55,24,66,306,51.00,France,Ligue 2 BKT,USL Dunkerque
Alex Primo,60,GK,61,60,55,62,36,58,332,55.33,Spain,LALIGA HYPERMOTION,Levante UD
Engelhardt,60,CDM,67,41,53,62,61,50,334,55.67,Germany,3. Liga,Viktoria Koln
Julia Bartel,60,CM,56,49,55,60,54,61,335,55.83,Spain,Barclays WSL,Chelsea
Haoudi,60,LW,68,49,54,67,27,47,312,52.00,Italy,Serie BKT,Frosinone
Aguilar,60,ST,57,62,47,58,26,64,314,52.33,Paraguay,Libertadores,Libertad
Kalaj,60,CB,49,27,42,42,61,64,285,47.50,Albania,Serie BKT,Frosinone
Mhamdi,60,RB,71,26,47,53,56,60,313,52.17,Morocco,Bundesliga 2,Furth
de Meester,60,RM,64,49,54,64,42,50,323,53.83,Germany,3. Liga,Viktoria Koln
Bukowski,60,CDM,53,38,53,56,57,65,322,53.67,Poland,PKO BP Ekstraklasa,Stal Mielec
Tomas Mendes,60,CM,63,54,54,59,50,58,338,56.33,Spain,LALIGA EA SPORTS,D. Alaves
Jackson,60,GK,60,63,55,62,27,58,325,54.17,United States,MLS,SJ Earthquakes
Conte,60,LM,66,58,56,64,29,46,319,53.17,Germany,Bundesliga 2,Karlsruher SC
Vidart,60,CDM,62,59,61,57,60,55,354,59.00,Uruguay,Sudamericana,Wanderers
Murbeck,60,CB,48,29,41,43,57,66,284,47.33,Sweden,Allsvenskan,IK Sirius
Berdecio,60,RB,62,56,58,60,54,60,350,58.33,Bolivia,MLS,Philadelphia
Rosten,60,CB,56,33,43,45,59,64,300,50.00,Norway,Eliteserien,Rosenborg BK
Parry,60,RB,73,45,55,58,56,60,347,57.83,England,Barclays WSL,Liverpool
Smyth,60,CAM,65,55,58,62,56,60,356,59.33,Northern Ireland,Scottish Prem,St. Mirren
Vargas,60,LB,73,28,48,57,56,48,310,51.67,Paraguay,Libertadores,Cerro Porteno
Nickisch,60,GK,63,57,59,65,26,57,327,54.50,Germany,Bundesliga 2,1. FC Koln
Duffy,60,LM,72,52,53,60,44,58,339,56.50,Republic of Ireland,EFL League One,Lincoln City
Alagich,60,CDM,66,49,57,59,55,63,349,58.17,Australia,A-League,Adelaide United
Rich-Baghuelou,60,CB,50,43,42,50,56,78,319,53.17,Australia,EFL League Two,Accrington
Abdulai,60,CDM,55,38,59,60,57,59,328,54.67,Scotland,EFL Championship,Swansea City
Wallin,60,CB,67,22,47,56,58,66,316,52.67,Sweden,EFL League One,Peterborough
Becirovic,60,LM,71,56,53,62,27,57,326,54.33,Sweden,Allsvenskan,GAIS
Hollman,60,CDM,71,50,58,63,53,60,355,59.17,Australia,A-League,Sydney FC
Tabiner,60,CM,71,52,60,64,47,60,354,59.00,England,EFL League Two,Crewe Alexandra
Fatah,60,LM,73,47,53,64,27,49,313,52.17,Sweden,Eredivisie,Willem II
Weir,60,LB,67,52,59,54,55,60,347,57.83,Republic of Ireland,EFL League Two,Walsall
Paschke,60,CM,62,43,58,65,45,56,329,54.83,Germany,3. Liga,B. Dortmund II
Saro,60,GK,59,64,61,59,21,56,320,53.33,Italy,Serie BKT,Cremonese
Missori,60,RB,50,35,48,59,61,45,298,49.67,Italy,Serie BKT,Sassuolo
Steele,60,CM,65,45,58,57,54,61,340,56.67,Australia,A-League,Central Coast
Cetin,60,GK,62,61,60,60,30,59,332,55.33,Turkey,Trendyol Super Lig,Fenerbahce
Wilkins,60,LB,70,54,54,61,52,64,355,59.17,New Zealand,3F Superliga,Sonderjyske
Ross,60,CAM,69,60,54,65,30,57,335,55.83,Denmark,3F Superliga,AaB
Carabali,60,ST,77,59,49,59,22,64,330,55.00,Colombia,Sudamericana,Deportes Tolima
Dzogovic,60,RB,67,28,52,57,57,62,323,53.83,Luxemburg,Bundesliga 2,1. FC Magdeburg
Murphy,60,CM,71,54,58,63,52,64,362,60.33,Republic of Ireland,EFL Championship,Bristol City
Meza,60,CM,65,44,55,63,55,64,346,57.67,Chile,Libertadores,Palestino
Najim,60,LM,77,56,58,63,31,39,324,54.00,France,Ligue 2 BKT,SM Caen
Karagoz,60,GK,61,59,53,60,25,57,315,52.50,Turkey,Trendyol Super Lig,Alanyaspor
Oehmichen,60,CAM,68,44,58,64,38,47,319,53.17,Germany,3. Liga,Dynamo Dresden
Calderon,60,LB,71,34,44,58,58,53,318,53.00,Spain,LALIGA HYPERMOTION,Cordoba CF
Williams,60,CB,65,38,58,58,62,57,338,56.33,England,EFL League One,Burton Albion
Lopane,60,CM,69,52,57,65,49,56,348,58.00,Australia,A-League,Melbourne City
Wang Yi,60,RB,75,27,45,55,57,52,311,51.83,China PR,CSL,Wuhan Three Towns
Ogundere,60,RB,80,34,49,59,54,57,333,55.50,England,EFL League Two,AFC Wimbledon
Puzankov,60,GK,60,58,62,62,49,61,352,58.67,Ukraine,Ukrayina Liha,Shakhtar Donetsk
Stickland,60,CB,71,31,41,44,59,64,310,51.67,England,EFL League One,Reading
Macari,60,CB,66,34,51,51,59,61,322,53.67,Scotland,EFL League Two,Notts County
Diogo Monteiro,60,CB,58,24,51,57,59,63,312,52.00,Portugal,EFL Championship,Leeds United
Quilichini,60,GK,59,57,61,65,25,61,328,54.67,France,Ligue 2 BKT,AC Ajaccio
Naya,60,ST,48,59,51,55,33,74,320,53.33,Argentina,Primera Division,Sarmiento
Nixon,60,RB,65,37,51,58,55,65,331,55.17,England,EFL League Two,Doncaster
Sjogrell,60,RW,76,58,52,62,30,55,333,55.50,Sweden,Allsvenskan,IK Sirius
McGurk,60,CAM,71,59,58,61,43,53,345,57.50,England,EFL League Two,Swindon Town
Skubl,60,GK,64,58,54,64,17,53,310,51.67,Austria,O. Bundesliga,Wolfsberger AC
Munst,60,CM,56,52,61,60,54,57,340,56.67,Germany,3. Liga,VfB Stuttgart II
Leavy,60,CAM,67,52,59,64,51,57,350,58.33,Republic of Ireland,SSE Airtricity PD,St. Pats
Schulz,60,GK,60,57,55,65,26,56,319,53.17,Germany,Bundesliga 2,SC Paderborn 07
El-Faouzi,60,CAM,65,52,53,65,40,46,321,53.50,Germany,3. Liga,Aleman. Aachen
Sanguinetti,60,GK,60,54,56,63,27,58,318,53.00,Argentina,Primera Division,Banfield
Antoche,60,CB,49,34,50,49,58,62,302,50.33,Romania,SUPERLIGA,Unirea Slobozia
Risch,60,LM,70,40,58,63,53,55,339,56.50,Germany,3. Liga,Dynamo Dresden
Aas,60,CM,66,46,57,63,54,59,345,57.50,Norway,Eliteserien,Odds BK
Krumrey,60,GK,65,60,58,60,52,55,350,58.33,Germany,3F Superliga,Lyngby BK
Muci,60,ST,62,62,40,57,20,63,304,50.67,Switzerland,CSSL,GC Zurich
Mulligan,60,CM,81,57,54,66,57,65,380,63.33,Scotland,Scottish Prem,Dundee FC
Noll,60,GK,60,59,60,61,27,57,324,54.00,Germany,Bundesliga 2,Furth
Norheim,60,LB,67,49,57,63,57,53,346,57.67,Norway,Eliteserien,Tromso IL
Kaparos,60,CDM,64,43,56,59,56,67,345,57.50,Netherlands,3. Liga,Rot-Weiss Essen
Hu Jiali,60,CDM,52,41,48,50,58,71,320,53.33,China PR,CSL,Cangzhou FC
Abdusalam,60,CM,70,51,56,62,53,59,351,58.50,China PR,CSL,Changchun Yatai
Bauer,60,CB,58,24,46,42,61,66,297,49.50,United States,MLS,Nashville SC
Al Saadi,60,RM,75,52,54,64,32,48,325,54.17,Saudi Arabia,ROSHN Saudi League,Al Shabab
Yapi,60,ST,74,55,45,62,22,58,316,52.67,United States,MLS,Colorado Rapids
Richardson,60,ST,66,60,47,63,26,53,315,52.50,England,EFL Championship,Burnley
Szecsi,60,GK,59,60,60,61,27,59,326,54.33,Hungary,Magyar Liga,Ferencvarosi TC
Ibrahimi,60,CAM,68,50,55,67,30,36,306,51.00,Germany,O. Bundesliga,Blau-Weiss Linz
Lopez,60,GK,60,59,57,61,23,59,319,53.17,Ecuador,Libertadores,IDV
Mesina,60,CB,64,28,40,43,60,67,302,50.33,Chile,Sudamericana,Coquimbo Unido
Durrer,60,CB,48,34,46,49,59,70,306,51.00,Switzerland,CSSL,FC Winterthur
Diallo,60,LB,72,38,52,58,56,49,325,54.17,Senegal,Ligue 2 BKT,Clermont Foot 63
Roh Kyung Ho,60,ST,67,59,57,65,48,52,348,58.00,Korea Republic,K League 1,Suwon FC
Eo Jeong Won,60,LB,77,51,49,62,52,59,350,58.33,Korea Republic,K League 1,Pohang Steelers
Park Jin Seong,60,LB,72,28,40,57,56,65,318,53.00,Korea Republic,K League 1,Daejeon
Chauke,60,CM,72,52,57,63,55,62,361,60.17,South Africa,EFL League One,Burton Albion
Romero,60,GK,63,59,60,60,28,59,329,54.83,El Salvador,MLS,New York City FC
Kazeem,60,LB,81,42,52,57,53,62,347,57.83,England,SSE Airtricity PD,St. Pats
Bordner,60,GK,61,59,58,63,21,59,321,53.50,Germany,3. Liga,Aleman. Aachen
Ankeye,60,ST,71,55,47,61,30,59,323,53.83,Nigeria,Serie A Enilive,Genoa
Saldana,60,CDM,54,47,56,61,57,65,340,56.67,United States,Eliteserien,KFUM-Kameratene
Aranda,60,RB,64,29,39,53,63,57,305,50.83,Argentina,Sudamericana,S. Ameliano
Kim Min Seok,60,LW,79,52,46,63,41,62,343,57.17,Korea Republic,K League 1,Incheon United
Olzer,60,CAM,63,57,59,62,34,62,337,56.17,Italy,Serie BKT,Brescia
Park Sang Hyuk,60,ST,65,58,44,59,20,65,311,51.83,Korea Republic,K League 1,Gimcheon Sangmu
Al Nasser,60,LM,83,55,47,63,30,64,342,57.00,Saudi Arabia,ROSHN Saudi League,Al Taawoun
Hackford,60,ST,86,59,38,60,18,53,314,52.33,England,EFL League Two,Port Vale
Monlouis,60,CB,61,31,43,48,60,65,308,51.33,Jamaica,Premier League,Arsenal
Midtskogen,60,ST,39,61,48,52,46,70,316,52.67,Norway,Eliteserien,Odds BK
Kalkan,60,LM,84,54,50,64,31,38,321,53.50,Turkey,Trendyol Super Lig,Kasimpasa
Rose,60,ST,81,58,53,60,45,66,363,60.50,Australia,A-League,Newcastle Jets
Jasson,60,RM,71,47,54,63,41,50,326,54.33,United States,3F Superliga,AaB
Wood,60,ST,77,58,51,56,29,67,338,56.33,Australia,A-League,Sydney FC
Lee,60,GK,60,59,57,60,33,57,326,54.33,England,EFL League One,Exeter City
Al Bishi,60,CM,66,48,57,63,48,68,350,58.33,Saudi Arabia,ROSHN Saudi League,Al Fayha
Jagne,60,CM,68,55,54,65,55,66,363,60.50,Sweden,Allsvenskan,Mjallby AIF
Priso,60,CDM,63,39,52,57,59,64,334,55.67,Canada,MLS,Whitecaps FC
Zaidan,60,CM,69,43,59,65,56,63,355,59.17,Saudi Arabia,ROSHN Saudi League,Al Fayha
Smith,60,CM,61,50,58,60,58,62,349,58.17,Wales,EFL League One,Wigan Athletic
Al Haider,60,RB,85,50,52,61,52,64,364,60.67,Saudi Arabia,ROSHN Saudi League,Al Khaleej
Cortes,60,ST,58,63,42,53,25,68,309,51.50,Colombia,Sudamericana,Deportes Tolima
Bycroft,60,GK,63,56,56,62,38,59,334,55.67,England,EFL League Two,Swindon Town
Irorere,60,CB,54,30,38,40,59,68,289,48.17,Germany,3. Liga,B. Dortmund II
Brierley,60,CM,67,46,58,63,53,55,342,57.00,England,Premier League,Brentford
Zentrich,60,CB,69,30,44,50,59,70,322,53.67,Czech Republic,3. Liga,Unterhaching
Hein,60,LB,72,31,51,61,54,57,326,54.33,Germany,Bundesliga 2,Jahn Regensburg
Masangu,60,CDM,65,41,52,57,59,67,341,56.83,Belgium,1A Pro League,FCV Dender EH
Kalley,60,LB,74,33,46,58,55,60,326,54.33,Sweden,Allsvenskan,IFK Norrkoping
Tescan,60,RM,73,49,54,61,26,50,313,52.17,Romania,SUPERLIGA,FC Gloria Buzau
Ramirez,60,RB,65,35,51,61,55,64,331,55.17,Argentina,Primera Division,Dep. Riestra
Gerbowski,60,CM,65,44,54,59,59,70,351,58.50,Poland,PKO BP Ekstraklasa,Stal Mielec
Reid,60,LB,68,36,49,57,57,64,331,55.17,Scotland,Scottish Prem,Ross County
De Schrevel,60,GK,69,50,55,65,32,55,326,54.33,Belgium,1A Pro League,KAA Gent
Nyenetue,60,LW,84,53,49,63,26,53,328,54.67,Norway,Eliteserien,Kristiansund BK
Elkaer,60,LB,82,41,54,54,50,56,337,56.17,Denmark,Eliteserien,Lillestrom SK
Gilligan,60,CM,74,48,57,61,57,63,360,60.00,Republic of Ireland,EFL League One,Burton Albion
Otto,60,CB,54,33,45,47,60,63,302,50.33,Germany,3. Liga,SC Verl
Jastremski,60,ST,61,60,41,58,23,64,307,51.17,Germany,3. Liga,Unterhaching
Babuscu,60,CAM,62,61,59,64,28,50,324,54.00,Turkey,O. Bundesliga,TSV Hartberg
Hurst,60,LM,77,53,53,62,29,51,325,54.17,England,EFL League Two,Doncaster
Andrews,60,ST,65,59,44,54,20,69,311,51.83,England,EFL League Two,Gillingham
Lien,60,ST,70,57,45,56,20,59,307,51.17,Norway,Eliteserien,Kristiansund BK
Takidine,60,RM,73,49,55,67,23,32,299,49.83,Belgium,Eredivisie,RKC Waalwijk
Johnston,60,RB,73,47,55,60,55,62,352,58.67,Northern Ireland,EFL League Two,Fleetwood Town
May,60,CDM,63,48,53,59,58,68,349,58.17,Germany,O. Bundesliga,Austria Klagenfurt
Hernandez,60,CB,58,28,36,39,61,68,290,48.33,Argentina,Sudamericana,Coquimbo Unido
Mork,60,CM,65,51,61,61,54,61,353,58.83,Norway,Eliteserien,Sandefjord
Lara,60,GK,61,58,56,61,33,60,329,54.83,Ecuador,Sudamericana,U. Catolica
Martines,60,ST,73,55,50,62,42,50,332,55.33,Bolivia,Sudamericana,Always Ready
Metcalfe,60,RB,60,46,56,58,56,67,343,57.17,Canada,Eliteserien,Fredrikstad FK
Iloski,60,ST,78,58,43,65,20,50,314,52.33,United States,3F Superliga,FC Nordsjaelland
Bartouche-Selbonne,60,GK,64,59,58,65,27,56,329,54.83,France,Ligue 2 BKT,En Avant Guingamp
March,60,ST,72,59,48,61,23,65,328,54.67,England,EFL League Two,Harrogate Town
Davison,60,ST,64,59,44,57,19,81,324,54.00,England,EFL League Two,Tranmere Rovers
Al Mahasna,60,GK,58,56,54,62,45,64,339,56.50,Saudi Arabia,ROSHN Saudi League,Al Ittihad
Carlos Marin,60,GK,65,65,59,57,26,58,330,55.00,Spain,LALIGA HYPERMOTION,Cordoba CF
Rai,60,RM,72,42,54,60,55,64,347,57.83,India,ISL,Mohun Bagan SG
Persson,60,RB,54,27,54,51,59,72,317,52.83,Sweden,Allsvenskan,IK Sirius
Oppermann,60,GK,63,59,59,65,23,58,327,54.50,Germany,3. Liga,Arminia Bielefeld
McEntee,60,CDM,59,44,53,55,58,71,340,56.67,Republic of Ireland,EFL League Two,Walsall
Rushesha,60,CDM,77,46,57,67,58,54,359,59.83,Zimbabwe,EFL League One,Reading
Horton,60,CB,56,24,41,49,58,69,297,49.50,England,SSE Airtricity PD,Waterford
Jeong Ji Yong,60,LM,76,55,45,63,28,67,334,55.67,Korea Republic,K League 1,GwangJu FC
Camara,60,ST,82,55,45,60,39,69,350,58.33,Guinea,SUPERLIGA,Unirea Slobozia
Honohan,60,CB,68,36,47,54,59,70,334,55.67,Republic of Ireland,SSE Airtricity PD,Shamrock Rovers
van den Berg,60,GK,60,60,56,59,24,59,318,53.00,Netherlands,Eredivisie,Willem II
Park Dae Won,60,CB,69,45,56,59,59,64,352,58.67,Korea Republic,K League 1,Gimcheon Sangmu
Lo,60,CB,56,33,34,38,62,60,283,47.17,Senegal,Ligue 2 BKT,FC Metz
Neufville,60,LM,78,55,49,60,21,59,322,53.67,England,EFL League Two,AFC Wimbledon
Steczyk,60,ST,72,60,55,59,28,64,338,56.33,Poland,3. Liga,SC Verl
Richards,60,LB,72,45,54,59,55,66,351,58.50,Republic of Ireland,EFL League Two,Bradford City
Ashley,60,CDM,69,48,55,59,57,68,356,59.33,England,EFL League Two,Salford City
Mair,60,GK,61,59,59,60,45,58,342,57.00,Scotland,EFL Championship,Norwich
Dehl,60,CAM,61,54,58,62,46,54,335,55.83,Germany,O. Bundesliga,Austria Klagenfurt
Grivosti,60,CB,53,39,44,44,59,61,300,50.00,England,SSE Airtricity PD,St. Pats
Walsh,60,GK,60,61,60,60,58,59,358,59.67,England,EFL Championship,QPR
Robertson,60,CM,69,54,58,64,52,45,342,57.00,Scotland,Scottish Prem,Dundee FC
Barden,60,GK,61,62,60,64,23,61,331,55.17,Wales,EFL League Two,Swindon Town
Fica,60,CM,68,52,59,61,46,56,342,57.00,Romania,SUPERLIGA,CFR 1907 Cluj
Al Dawsari,60,CB,71,38,45,51,58,70,333,55.50,Saudi Arabia,ROSHN Saudi League,Al Hilal
Monshi,60,CDM,62,44,55,61,57,60,339,56.50,Saudi Arabia,ROSHN Saudi League,Damac FC
He Yupeng,60,RB,73,39,48,55,56,58,329,54.83,China PR,CSL,Beijing FC
Tomi,60,RM,68,55,56,61,50,55,345,57.50,France,Ligue 2 BKT,SC Bastia
Casap,60,CM,68,58,63,62,47,60,358,59.67,Romania,SUPERLIGA,Farul Constanta
Wilmering,60,LB,72,44,56,59,53,62,346,57.67,Australia,A-League,Newcastle Jets
Sealy,60,LM,80,56,51,63,19,42,311,51.83,United States,MLS,FC Dallas
Pohls,60,GK,61,59,56,63,34,60,333,55.50,Germany,SSE Airtricity PD,Shamrock Rovers
Wang Zhifeng,60,GK,61,65,59,60,33,60,338,56.33,China PR,CSL,Changchun Yatai
Bu Sanda,60,GK,60,60,52,60,36,57,325,54.17,United Arab Emirates,United Emirates League,Al Ain FC
Haak,60,CB,50,41,57,62,60,57,327,54.50,United States,MLS,New York City FC
Drysdale,60,CB,55,27,45,45,59,73,304,50.67,England,EFL League Two,Tranmere Rovers
Buss,60,LB,62,37,48,52,57,70,326,54.33,Chile,Libertadores,Cobresal
Lofthouse,60,RB,77,45,52,61,54,64,353,58.83,England,EFL League One,Barnsley
Matheson,60,RB,73,37,52,59,53,52,326,54.33,England,EFL League One,Bolton
Al Najjar,60,GK,65,55,58,61,36,57,332,55.33,Saudi Arabia,ROSHN Saudi League,Al Nassr
Kim Ji Hyun,60,ST,76,55,53,61,28,69,342,57.00,Korea Republic,K League 1,Ulsan Hyundai
Kaith,60,GK,65,59,57,57,30,60,328,54.67,India,ISL,Mohun Bagan SG
Choi Young Eun,60,GK,60,58,51,66,19,58,312,52.00,Korea Republic,K League 1,Daegu FC
Ferrario,60,GK,59,57,60,62,22,58,318,53.00,Argentina,Primera Division,Barracas Central
Scalet,60,CDM,63,53,55,57,54,69,351,58.50,France,PKO BP Ekstraklasa,Motor Lublin
Jephcott,60,ST,68,61,53,63,26,58,329,54.83,Wales,EFL League Two,Newport County
Pytlik,60,CB,62,24,35,38,62,61,282,47.00,Poland,3. Liga,Viktoria Koln
Rauhut,60,GK,62,59,63,62,31,57,334,55.67,Germany,3. Liga,Viktoria Koln
Hutchinson,60,LB,69,42,53,59,54,60,337,56.17,England,SSE Airtricity PD,Sligo Rovers
McGill,60,GK,62,60,63,62,19,59,325,54.17,Canada,EFL League Two,MK Dons
Kim Gyeong Min,60,ST,82,54,38,60,27,61,322,53.67,Korea Republic,K League 1,Gangwon FC
Xie Weijun,60,ST,75,57,48,57,24,65,326,54.33,China PR,CSL,Tianjin JMT FC
Power,60,RM,87,50,53,61,29,44,324,54.00,Republic of Ireland,SSE Airtricity PD,Sligo Rovers
Morton,60,ST,81,59,51,60,35,66,352,58.67,England,EFL League One,Northampton
Kelly,60,RM,78,51,52,61,40,46,328,54.67,Republic of Ireland,SSE Airtricity PD,Derry City
Attiah,60,GK,66,55,57,65,47,57,347,57.83,Saudi Arabia,ROSHN Saudi League,Al Taawoun
Kouassivi-Benissan,60,RB,78,50,56,61,53,58,356,59.33,Finland,Finnliiga,HJK Helsinki
Jeon Jin Woo,60,LM,78,56,53,62,33,53,335,55.83,Korea Republic,K League 1,Jeonbuk Hyundai
Al Ghamdi,60,CM,68,58,59,68,50,41,344,57.33,Saudi Arabia,ROSHN Saudi League,Al Ittihad
Kimpioka,60,ST,85,59,52,58,29,70,353,58.83,Sweden,Scottish Prem,St. Johnstone
Hedlund,60,ST,72,59,52,61,34,58,336,56.00,Sweden,Allsvenskan,GAIS
Tian Yinong,60,CDM,68,31,50,57,55,72,333,55.50,China PR,CSL,SZ Peng City
Zhang Xiuwei,60,CM,80,44,48,67,60,56,355,59.17,China PR,CSL,Qingdao W. Coast
Chen Wei,60,GK,59,58,53,64,29,56,319,53.17,China PR,CSL,Shanghai Port FC
Chorazka,60,GK,62,65,53,62,26,57,325,54.17,Poland,SSE Airtricity PD,Bohemians
Roles,60,CM,67,59,62,63,56,45,352,58.67,Cyprus,EFL League One,Crawley Town
Ruiz Diaz,60,RB,63,35,50,57,58,61,324,54.00,Argentina,Primera Division,Ind. Rivadavia
Murray,60,LM,68,57,59,60,50,50,344,57.33,Scotland,Scottish Prem,Kilmarnock
Meli,60,CAM,58,61,57,65,37,44,322,53.67,Italy,Serie BKT,SS Juve Stabia
Lloyd,60,ST,80,58,51,63,34,72,358,59.67,England,EFL League One,Shrewsbury
Barr,60,CB,54,37,42,42,57,75,307,51.17,Australia,A-League,Perth Glory
Merrie,60,CM,64,53,57,59,58,66,357,59.50,England,EFL League Two,Tranmere Rovers
Barrientos,60,RW,74,50,54,63,22,41,304,50.67,Chile,Libertadores,Cobresal
Liu Ruofan,60,ST,73,56,56,63,41,67,356,59.33,China PR,CSL,Wuhan Three Towns
Imbrechts,60,GK,64,57,56,62,38,53,330,55.00,Sweden,1A Pro League,R. Union St.-G.
Gordon,60,ST,79,58,50,62,46,78,373,62.17,England,EFL League Two,Walsall
Kim Kyung Joon,60,ST,75,57,38,57,22,60,309,51.50,Korea Republic,K League 1,Gimcheon Sangmu
Familia-Castillo,60,LB,73,52,55,61,55,64,360,60.00,Netherlands,Eredivisie,RKC Waalwijk
Yeo Bong Hun,60,RB,66,56,58,62,53,65,360,60.00,Korea Republic,K League 1,GwangJu FC
Al Joui,60,LM,70,56,57,62,22,44,311,51.83,Saudi Arabia,ROSHN Saudi League,Al Shabab
Louro,60,GK,59,59,62,59,35,63,337,56.17,United States,MLS,FC Cincinnati
Sarmiento,60,ST,71,58,45,62,23,53,312,52.00,Colombia,PKO BP Ekstraklasa,Radomiak Radom
Pasquali,60,CM,51,50,61,63,55,56,336,56.00,Australia,A-League,Western United
Lunney,60,CM,57,55,57,60,57,68,354,59.00,Republic of Ireland,SSE Airtricity PD,Shelbourne
Hart,60,LB,73,46,52,57,56,68,352,58.67,England,EFL League Two,Port Vale
Nan Song,60,RM,61,49,57,59,40,55,321,53.50,China PR,CSL,SZ Peng City
Al Mutairi,60,LB,77,28,51,57,54,55,322,53.67,Saudi Arabia,ROSHN Saudi League,Al Khaleej
Al Shuayl,60,LB,68,42,58,58,55,54,335,55.83,Saudi Arabia,ROSHN Saudi League,Al Taawoun
Lohikangas,60,LB,68,36,48,58,54,61,325,54.17,Sweden,Allsvenskan,IFK Varnamo
Kabacalman,60,CDM,53,49,52,54,58,57,323,53.83,Switzerland,CSSL,FC Sion
Charles,60,CDM,74,47,55,56,57,67,356,59.33,Grenada,EFL League Two,Bromley FC
Smith,60,ST,72,59,53,64,36,64,348,58.00,Scotland,SSE Airtricity PD,Shelbourne
An Byong Jun,60,ST,53,63,48,56,30,68,318,53.00,Korea DPR,K League 1,Suwon FC
Li Hong,60,CB,63,24,36,43,61,65,292,48.67,China PR,CSL,Cangzhou FC
Oh In Pyo,60,RM,66,56,52,62,35,58,329,54.83,Korea Republic,K League 1,Gimcheon Sangmu
Al Dawsari,60,CM,55,38,57,61,55,66,332,55.33,Saudi Arabia,ROSHN Saudi League,Al Qadisiyah
Hernandez,60,CM,71,46,61,66,51,62,357,59.50,Argentina,Sudamericana,Real Tomayapo
Hawkins,60,ST,41,59,50,53,54,81,338,56.33,England,EFL League Two,Gillingham
Montiel,60,ST,68,58,48,60,29,67,330,55.00,France,Ligue 2 BKT,FC Martigues
Eastwood,60,GK,63,56,59,62,37,57,334,55.67,England,EFL League Two,Grimsby Town
Tzanev,60,GK,61,59,56,61,46,59,342,57.00,New Zealand,EFL League One,Northampton
Howes,60,GK,61,59,61,62,44,59,346,57.67,England,EFL League One,Leyton Orient
Evans,60,GK,60,60,61,61,43,58,343,57.17,Wales,EFL League Two,Cheltenham Town
Quigley,60,ST,59,60,46,55,33,73,326,54.33,Republic of Ireland,EFL League Two,Chesterfield
Boyd,60,ST,42,61,46,52,34,74,309,51.50,Republic of Ireland,SSE Airtricity PD,Shelbourne
Grandi,60,GK,59,57,60,56,45,61,338,56.33,Italy,Serie A Enilive,Venezia
Stojiljkovic,60,ST,46,63,58,60,35,68,330,55.00,Serbia,ROSHN Saudi League,Al Kholood
Diallo,60,CDM,53,49,55,60,57,65,339,56.50,England,SSE Airtricity PD,Derry City
Clarke,60,CB,43,41,48,47,58,75,312,52.00,England,EFL League Two,Newport County
Jones,60,GK,60,60,58,59,40,59,336,56.00,England,SSE Airtricity PD,Waterford
Pajnowski,60,CB,58,27,40,43,59,69,296,49.33,Poland,PKO BP Ekstraklasa,Stal Mielec
Sanchez,60,CB,61,32,33,41,60,68,295,49.17,Argentina,Sudamericana,Coquimbo Unido
Barclay,60,CB,53,35,42,50,58,71,309,51.50,England,EFL League Two,Carlisle United
Al Obaid,60,LB,68,57,62,62,54,58,361,60.17,Saudi Arabia,ROSHN Saudi League,Damac FC
Sargeant,60,GK,65,58,55,61,45,58,342,57.00,England,SSE Airtricity PD,Waterford
Ji Eon Hak,60,CAM,73,57,57,64,38,59,348,58.00,Korea Republic,K League 1,Incheon United
Obolskiy,60,ST,64,61,47,57,25,58,312,52.00,Russia,LALIGA HYPERMOTION,Cordoba CF
Das,60,RB,72,42,52,56,53,73,348,58.00,India,ISL,Kerala Blasters
Wang Peng,60,CB,62,52,52,57,57,73,353,58.83,China PR,CSL,Cangzhou FC
Allardice,60,CDM,38,56,59,56,56,57,322,53.67,Scotland,Scottish Prem,Ross County
Kelleher,60,CB,49,38,40,45,58,71,301,50.17,Republic of Ireland,EFL League Two,Colchester
Andrada,60,LM,83,56,52,65,23,40,319,53.17,Argentina,Sudamericana,S. Trinidense
